UNIQUE_ID,Date,Company,CapitalIQ_ID,ISIN,Ticker,Total_ESG_Score,Governance_Score,Social_Score,Environment_Score
142575552443374,20181001,JBG SMITH Properties,IQ417877278,US46590V1008,JBGS,58.73,64.65,48.78,61.75
101205870943374,20181001,Norwegian Cruise Line Holdings Ltd.,IQ4180463,BMG667211046,NCLH,50.51,63.32,51.16,41.93
100829641743374,20181001,Dixons Carphone PLC,IQ418171,GB00B4Y7R145,DC,59.87,64.65,55.27,61.71
104971676143374,20181001,gategroup Holding AG,IQ41838515,SUST21FFEB02,,48.89,63.86,45.8,42.25
100829677043374,20181001,Atlas Copco AB,IQ418524,SE0011166610,ATCO.A,73.49,69.74,80.27,69.93
101206360343374,20181001,"Interactive Brokers Group, Inc.",IQ4185357,US45841N1072,IBKR,47.26,48.69,57.32,34.68
142653134143374,20181001,China Cinda Finance (2017) I Limited,IQ418653095,XS1573134522,,45.98,47.56,52.83,36.68
100829735943374,20181001,Cochlear Limited,IQ419113,AU000000COH5,COH,54.85,64.45,46.87,57.7
100829750843374,20181001,Primary Health Care Limited,IQ419262,AU000000PRY5,PRY,51,57.08,49.73,46
100829754943374,20181001,CellaVision AB (publ),IQ419303,SE0000683484,CEVI,53.13,50.42,50.57,61
100829760343374,20181001,JCDecaux SA,IQ419357,FR0000077919,DEC,77.79,73.22,78.22,81.5
100829809243374,20181001,Karo Pharma AB (publ),IQ419846,SE0007464888,KARO,41.53,46.25,34.34,48.82
100829814243374,20181001,Alfa Laval AB (publ),IQ419896,SE0000695876,ALFA,67.76,76.1,65.01,64.95
101207905743374,20181001,Intact Financial Corporation,IQ4200811,CA45823T1066,IFC,52.92,53.58,64.08,40.17
100829839043374,20181001,Svenska Cellulosa Aktiebolaget SCA (publ),IQ420144,SE0000112724,SCA.B,66.27,72.3,66.04,62.71
101208306243374,20181001,"CBRE Group, Inc.",IQ4204816,US12504L1098,CBRE,63.35,71.05,57.16,62.2
101208410543374,20181001,Banca Popolare di Vicenza S.p.A.,IQ4205859,XS1300456420,,38.77,26.38,54.49,37.67
104996184743374,20181001,Alibaba Group Holding Limited,IQ42083601,US01609W1027,BABA,49.47,52.9,47.76,49.17
101209106643374,20181001,Hanesbrands Inc.,IQ4212820,US4103451021,HBI,60.18,62.36,58.38,60.69
105003203943374,20181001,Pandora A/S,IQ42153793,DK0060252690,PNDORA,69.45,66.88,73.86,66.25
101209598043374,20181001,WH Smith PLC,IQ4217734,GB00B2PDGW16,SMWH,70.86,59.35,73.82,75.71
143007993643374,20181001,Liberty Mutual Finance Europe Designated Activity Company,IQ422201690,XS1586340660,,45.25,40.13,57.83,38.33
101210047743374,20181001,"Activision Blizzard, Inc.",IQ4222231,US00507V1098,ATVI,47.35,52.39,47.57,42.83
143039252843374,20181001,MARB BondCo Plc,IQ422514282,USG5825AAB82,,63.03,65.98,59.88,64.51
143060045043374,20181001,Fortune Star (BVI) Ltd.,IQ422722204,XS1581103428,,47.44,56.59,43.27,45.38
100830100643374,20181001,Nielsen Holdings PLC,IQ422760,GB00BWFY5505,NLSN,68.82,68.95,71.23,66.63
101211317043374,20181001,American Honda Finance Corporation,IQ4234924,US02665WBE03,,63.15,61.72,62.68,64.27
100830190943374,20181001,Faurecia S.A.,IQ423663,FR0000121147,EO,65.33,64.15,53.44,79.77
100830221343374,20181001,Capio AB (publ),IQ423967,SE0007185681,CAPIO,53.57,60.73,45.22,60
143192263943374,20181001,Talent Yield European Ltd.,IQ424044393,SUST6C42941F,,50.31,51.85,39.01,59.25
143280385143374,20181001,Coentreprise de Transport d'Électricité S.A.,IQ424925605,FR0013264439,,83.31,79.29,85.42,84.13
143288372543374,20181001,"Baker Hughes, a GE company",IQ425005479,US05722G1004,BHGE,64.56,64.65,64.79,64.31
100830438343374,20181001,Innate Pharma S.A.,IQ426137,FR0010331421,IPH,53.87,55.25,55.16,49.9
100830471743374,20181001,William Demant Holding A/S,IQ426471,DK0060738599,WDH,59.23,57.01,60.57,59.5
100830563843374,20181001,International Finance Corporation,IQ427392,XS1555570529,,77.72,80.93,73.04,78.67
100830610043374,20181001,Alcatel-Lucent,IQ427854,FR0011948306,,83.09,76.68,79.33,90.38
100830619543374,20181001,IPG Photonics Corporation,IQ427949,US44980X1090,IPGP,45.13,57.2,46.66,36.25
100830628043374,20181001,Renault SA,IQ428034,FR0000131906,RNO,73.54,74.05,66.87,77.71
100830632543374,20181001,"CommerceHub, Inc.",IQ428079,US20084V1089,CHUBA,44.22,61.2,39.81,36.67
101216073743374,20181001,Gibson Energy Inc.,IQ4282491,CA3748252069,GEI,61.97,70.65,66.57,50.5
101216138143374,20181001,National Interstate Corporation,IQ4283135,SUSTA0A21DF5,,47.74,47.3,57.31,38.1
100830673343374,20181001,Wolters Kluwer N.V.,IQ428487,NL0000395903,WKL,70.9,80.54,64.4,74.24
100830675343374,20181001,Konecranes Plc,IQ428507,FI0009005870,KCR,67.97,78.14,64.49,64.66
100830685943374,20181001,"Baidu, Inc.",IQ428613,US0567521085,BIDU,48.8,65.88,41.52,45.5
101216501543374,20181001,Vicat SA,IQ4286769,FR0000031775,VCT,57.97,59.55,58.21,56.77
100830695243374,20181001,Zumtobel Group AG,IQ428706,AT0000837307,ZAG,64.28,51.15,65.97,71
143677699243374,20181001,Alfa Financial Software Holdings PLC,IQ428898746,GB00BDHXPG30,ALFA,47.92,54.85,46.01,45
101217014243374,20181001,Altice N.V.,IQ4291896,NL0011333752,ATC,44.57,61.18,36.55,43.98
105088145743374,20181001,CJ Cheiljedang Corporation,IQ43003211,KR7097950000,097950,59.51,62.19,51.73,66.49
143819170343374,20181001,Beijing Gas Singapore Capital Corporation,IQ430313457,XS1612471117,,50.31,51.85,39.01,59.25
101218217043374,20181001,LKQ Corporation,IQ4303924,US5018892084,LKQ,46.57,55.88,43.49,43.43
143835147443374,20181001,Radiant Access Limited,IQ430473228,XS1607974877,,46.51,42.18,53.78,44.29
143847549743374,20181001,"PTTEP Treasury Center Co., Ltd.",IQ430597251,USY7150MAA54,,73.44,74.04,73.73,72.69
101218540443374,20181001,China Development Financial Holding Corporation,IQ4307158,TW0002883006,2883,65.06,52.34,73.59,72.03
101219297943374,20181001,Euromoney Institutional Investor PLC,IQ4314733,GB0006886666,ERM,52.94,73.36,46.07,46.24
143970087943374,20181001,Castle Peak Power Finance Co. Ltd.,IQ431822633,XS1648263926,,72.2,79.69,82.04,61.49
105106057343374,20181001,First American Financial Corporation,IQ43182327,US31847R1023,FAF,45.91,47.84,53.22,35.67
101220152343374,20181001,SSP Group PLC,IQ4323277,GB00BFWK4V16,SSPG,65.51,61.75,67.82,65.84
105112517643374,20181001,Sartorius Stedim Biotech S.A.,IQ43246930,FR0013154002,DIM,64.21,63.88,61.28,69.9
100831130343374,20181001,Essilor International Société Anonyme,IQ433057,FR0000121667,EI,75.67,75.33,75.33,76.7
100831166643374,20181001,Jenoptik AG,IQ433420,DE000A2NB601,A2NB60,56.04,56.9,58.26,53.55
100831424443374,20181001,Six Flags Entertainment Corporation,IQ435998,US83001A1025,SIX,47.78,64.49,50.24,35.19
101227060043374,20181001,"Industria de Diseño Textil, S.A.",IQ4392354,ES0148396007,ITX,79.44,83.95,71.24,85.59
101227697043374,20181001,Telkom SA SOC Limited,IQ4398724,ZAE000044897,TKG,59.96,75.34,52.49,58.33
105188434043374,20181001,Pegatron Corporation,IQ44006094,TW0004938006,4938,68.57,66.85,71.37,67.19
101231967943374,20181001,Deutsche Kreditbank AG,IQ4441433,DE000DKB0333,,65.65,50.68,69.64,80.33
105230630843374,20181001,"SPP-distribúcia, a.s.",IQ44428062,XS1077088984,,43.34,48.14,47.68,37.78
105233568143374,20181001,"JAPAN POST BANK Co., Ltd.",IQ44457435,JP3946750001,7182,49.46,47.02,62.7,38.42
105237340843374,20181001,"Auspex Pharmaceuticals, Inc.",IQ44495162,SUST7F8B2489,,60.79,64.42,51.23,73.63
105242169743374,20181001,Fresnillo PLC,IQ44543451,GB00B2QPKJ12,FRES,68.22,84.5,60.35,65.57
101233407443374,20181001,Celulosa Arauco y Constitución S.A.,IQ4455828,USP2195VAJ46,,65.33,70.5,66.4,60.43
101233439843374,20181001,F. Van Lanschot Bankiers N.V.,IQ4456152,NL0009051630,,83.5,89.51,75.76,84.17
101233452243374,20181001,Habib Bank Limited,IQ4456276,PK0085101019,HBL,41.57,33.45,59.43,32.75
101233597243374,20181001,"Nanyang Commercial Bank, Limited",IQ4457726,CND10000H3L0,,45.98,47.56,52.83,36.68
101233615043374,20181001,Omnia Holdings Limited,IQ4457904,ZAE000005153,OMN,67.6,62.55,67.74,70.63
101234140643374,20181001,"Electric Power Development Co., Ltd.",IQ4463160,JP3551200003,9513,57.6,64.9,56.22,54.47
101234144443374,20181001,Air France-KLM SA,IQ4463198,FR0000031122,AF,64.98,61.92,70.44,60.93
101234723743374,20181001,Royal Schiphol Group N.V.,IQ4468991,XS1437013870,,56.35,66.29,57.16,48.33
101234725343374,20181001,Electricity Supply Board,IQ4469007,IEG2978#AP82,,77.99,76.82,78.28,78.44
101234766243374,20181001,Ramsay Health Care Limited,IQ4469416,AU000000RHC8,RHC,63.79,67.06,61.05,64.8
101234766743374,20181001,Banque Federative du Credit Mutuel,IQ4469421,XS0393640346,,63.85,59.45,68.67,64.27
101234767843374,20181001,Olav Thon Eiendomsselskap ASA,IQ4469432,NO0005638858,OLT,50.67,51.43,59.38,43.56
101234768443374,20181001,Peab AB,IQ4469438,SE0000106205,PEAB.B,71.1,82.46,71.29,59.5
105258740543374,20181001,Cenovus Energy Inc.,IQ44709159,CA15135U1093,CVE,79.16,83.78,85.02,69.15
101235902643374,20181001,"American Campus Communities, Inc.",IQ4480780,US0248351001,ACC,53.73,65.05,37.53,57.38
101235914943374,20181001,Deutscher Sparkassen- und Giroverband e.V.,IQ4480903,SUST8CE3112A,,41.37,44.84,42.6,38.12
101235917543374,20181001,KCE Electronics Public Company Limited,IQ4480929,TH0122C10Z04,KCE,52.72,64.15,49.13,48.71
101235919043374,20181001,Sydbank A/S,IQ4480944,DK0010311471,SYDB,56.47,65.49,59.89,41.42
101235920143374,20181001,Österreichische Post AG,IQ4480955,AT0000APOST4,POST,63.74,67.3,57.67,68.12
101235932543374,20181001,Bharat Petroleum Corporation Limited,IQ4481079,INE029A01011,500547,60.45,60.15,56.16,65.57
101235936043374,20181001,Alibaba Health Information Technology Limited,IQ4481114,BMG0171K1018,241,43.9,52.83,42.93,37.92
101235939543374,20181001,Eurocommercial Properties N.V.,IQ4481149,NL0000288876,ECMPA,50.66,55.3,51.67,46.44
101235952543374,20181001,Citycon Oyj,IQ4481279,FI0009002471,CTY1S,73.87,71.4,70.42,78.31
101235953043374,20181001,Centamin PLC,IQ4481284,JE00B5TT1872,CEY,64.99,64.15,59.77,71.55
101235955343374,20181001,Aspen Pharmacare Holdings Limited,IQ4481307,ZAE000066692,APN,61.24,67.25,48.57,76.86
101235955843374,20181001,Ackermans & Van Haaren NV,IQ4481312,BE0003764785,ACKB,49.28,48.22,62.11,36.92
101235958943374,20181001,Exor N.V.,IQ4481343,NL0012059018,EXO,50.32,49.63,63.88,36.72
101235979043374,20181001,CORPBANCA S.A.,IQ4481544,US21987AAC45,,57.33,58.8,68.68,43.33
101235992243374,20181001,Métropole Télévision S.A.,IQ4481676,FR0000053225,MMT,56.82,70.82,53.68,49.11
101236013343374,20181001,Flughafen Zürich AG,IQ4481887,CH0319416936,FHZN,51.51,52.8,43.79,59.4
101236246843374,20181001,Flight Centre Travel Group Limited,IQ4484222,AU000000FLT9,FLT,49.24,66.75,47.53,39.79
101236263443374,20181001,MediPal Holdings Corporation,IQ4484388,JP3268950007,7459,50.74,58.25,43.47,54.8
101236265343374,20181001,Fortescue Metals Group Ltd.,IQ4484407,AU000000FMG4,FMG,75.52,77.4,81.11,67.8
101236265643374,20181001,Fonciere des Regions,IQ4484410,FR0000064578,COV,82.11,85.53,74.12,85.53
101236280243374,20181001,Digi.com Bhd,IQ4484556,MYL6947OO005,6947,68.08,78.15,67.42,60.67
101236410943374,20181001,CubeSmart,IQ4485863,US2296631094,CUBE,44.05,52.79,41.37,39.5
101237096943374,20181001,Münchener Hypothekenbank eG,IQ4492723,DE000MHB2739,,63.69,55.58,75.75,61.05
101237097043374,20181001,Agence Francaise de Developpement,IQ4492724,FR0124297088,,66.2,57.87,74.64,67.75
101237097343374,20181001,SBAB Bank AB,IQ4492727,XS0968885623,,62.69,58.51,68.16,62.13
101237097743374,20181001,Saracen Mineral Holdings Limited,IQ4492731,AU000000SAR9,SAR,50.19,61.1,45.7,47.54
101237102843374,20181001,TAG Immobilien AG.,IQ4492782,DE0008303504,TEG,48.48,51.59,53.87,42.1
101237105543374,20181001,NWS Holdings Limited,IQ4492809,BMG668971101,659,50.07,64.45,45.45,45.16
101237114143374,20181001,Jiangxi Copper Company Limited,IQ4492895,CNE1000003K3,358,34.03,40.1,35.81,27.65
101237122443374,20181001,Mirvac Group,IQ4492978,AU000000MGR9,MGR,81.48,74.02,79.56,88.53
101237125543374,20181001,"Fast Retailing Co., Ltd.",IQ4493009,JP3802300008,9983,67.11,60.45,68.97,69.74
101237126443374,20181001,CNP Assurances SA,IQ4493018,FR0000120222,CNP,73.47,68.78,77.37,75.25
101237128043374,20181001,Bionor Pharma ASA,IQ4493034,NO0003106700,,43.45,45.43,41.83,44
101237129143374,20181001,Hengan International Group Company Limited,IQ4493045,KYG4402L1510,1044,48.87,50.65,52.03,44
101237133243374,20181001,Webjet Limited,IQ4493086,AU000000WEB7,WEB,50.83,70.8,50.94,36.43
101237141543374,20181001,Redefine Properties Ltd,IQ4493169,ZAE000190252,RDF,69.49,63.43,66.46,76.31
101237145443374,20181001,NIBE Industrier AB (publ),IQ4493208,SE0008321293,NIBE.B,70.21,78.9,68.36,66.41
101237163143374,20181001,IRESS Limited,IQ4493385,AU000000IRE2,IRE,49.22,65.9,48.33,36.67
101237166843374,20181001,BWP Trust,IQ4493422,AU000000BWP3,BWP,53.51,60.2,57.08,45.81
101237174943374,20181001,Breville Group Limited,IQ4493503,AU000000BRG2,BRG,50.38,59.5,51.75,42.29
101237178743374,20181001,Sawai Pharmaceutical Co. Ltd.,IQ4493541,JP3323050009,4555,57.63,59.72,52.81,63.8
101237185343374,20181001,REA Group Limited,IQ4493607,AU000000REA9,REA,53.46,66.56,51.02,45.24
101237190043374,20181001,Netcare Limited,IQ4493654,ZAE000011953,NTC,74.15,88.39,61.24,80.3
101237263943374,20181001,Hyprop Investments Limited,IQ4494393,ZAE000190724,HYP,64.91,77.07,70.21,51.81
101237266343374,20181001,Clicks Group Limited,IQ4494417,ZAE000134854,CLS,70.15,67.51,65.05,77.86
101237531543374,20181001,Gjensidige Forsikring ASA,IQ4497069,NO0010582521,GJF,64.3,65.83,65.57,61
101237547643374,20181001,Yorkshire Building Society,IQ4497230,XS1203856072,,51.17,52.9,57.3,42.46
101237548443374,20181001,Orient Overseas (International) Limited,IQ4497238,BMG677491539,316,68.72,59.45,74.38,68.87
101238706543374,20181001,Sarawak Oil Palms Berhad,IQ4508819,MYL5126OO007,5126,52.02,59.95,54.33,43.71
101238715743374,20181001,China Resources Gas Group Limited,IQ4508911,BMG2113B1081,1193,41.95,45.9,47.58,36
101238723543374,20181001,Security Bank Corp,IQ4508989,PHY7571C1000,SECB,50.36,49.77,63.95,36.58
105296859643374,20181001,Braskem Finance Ltd.,IQ45090350,USG1315RAD38,,70.29,73.09,66.57,71.81
101238728243374,20181001,"Ito En, Ltd.",IQ4509036,JP3143000002,2593,48.94,47.77,46.58,52.48
101238728843374,20181001,Dialog Group Bhd,IQ4509042,MYL7277OO006,7277,49.35,54.29,49.5,44.21
101238729743374,20181001,Challenger Limited,IQ4509051,AU000000CGF5,CGF,58.02,63.7,61.47,47.17
101238734843374,20181001,Van Lanschot Kempen NV,IQ4509102,NL0000302636,VLK,83.5,89.51,75.76,84.17
101238740443374,20181001,Altium Limited,IQ4509158,AU000000ALU8,ALU,45.39,61.9,42.03,36.67
101238743743374,20181001,Investa Office Fund,IQ4509191,AU000000IOF6,IOF,64.09,71.4,69.17,54.81
101238751443374,20181001,CPFL Energia S.A.,IQ4509268,BRCPFEACNOR0,CPFE3,76.51,80.2,69.72,79
101239349043374,20181001,Thomas Cook Group PLC,IQ4515244,GB00B1VYCH82,TCG,64.17,69.62,55.43,68.41
101239352443374,20181001,Western Areas Limited,IQ4515278,AU000000WSA9,WSA,63.61,67.75,57.84,67.25
101240237543374,20181001,"Paramount Group, Inc.",IQ4524129,US69924R1086,PGRE,56.35,63.72,40.12,63
101240666543374,20181001,The Howard Hughes Corporation,IQ4528419,US44267D1072,HHC,46.74,51.51,41.28,47.25
105319445043374,20181001,Premier Marketing Public Company Limited,IQ45316204,TH0977010Z09,PM,55.48,63.25,48.92,57.43
101241860943374,20181001,TenneT Holding B.V.,IQ4540363,XS1828037827,,64.17,67.18,68.05,59.92
101242234043374,20181001,Antero Resources Corporation,IQ4544094,US03674X1063,AR,51.65,64.7,49.15,45.18
105334483243374,20181001,Holcim US Finance S.à r.l. & Cie S.C.S.,IQ45466586,XS0455643394,,67.31,80.88,58.46,66.57
105339229743374,20181001,JAB Holdings B.V.,IQ45514051,DE000A181034,,41.62,38.19,52.52,34.33
101244623243374,20181001,Aimia Inc.,IQ4567986,CA00900Q1037,AIM,53.15,70.1,44.95,52.6
101244821843374,20181001,GrainCorp Limited,IQ4569972,AU000000GNC9,GNC,59.67,72.69,58.13,52.14
105371997843374,20181001,"Yamaguchi Financial Group, Inc.",IQ45841732,JP3935300008,8418,43.84,43.89,52.83,34.17
105372237543374,20181001,"ICICI Bank Limited, Hong Kong Branch",IQ45844129,USY3860XAC75,,44.57,42.21,57.09,34.17
101247197743374,20181001,"First Solar, Inc.",IQ4593731,US3364331070,FSLR,68.43,59.25,73.41,69.81
101247489943374,20181001,"Catcher Technology Co., Ltd.",IQ4596653,TW0002474004,2474,62.19,55.24,69.59,60.06
105392997543374,20181001,"Citizens Financial Group, Inc.",IQ46051729,US1746101054,CFG,45.28,49.66,50.12,34.58
101249169043374,20181001,Allied Properties Real Estate Investment Trust,IQ4613444,CA0194561027,AP.UT,46.05,51.73,37.65,48.1
105415401843374,20181001,"Great Western Bancorp, Inc.",IQ46275772,US3914161043,GWB,77.76,69.72,81.35,84.08
105416122343374,20181001,CETIP S.A. - Mercados Organizados,IQ46282977,SUST9F0AE107,,49.89,46.88,68.86,33.43
105420729843374,20181001,METRO AG,IQ46329052,DE000BFB0019,B4B,69.73,69.35,74.17,64.94
105424401843374,20181001,Autohome Inc.,IQ46365772,US05278C1071,ATHM,45.24,54.2,42.42,42
105435606143374,20181001,GCL-Poly Energy Holdings Limited,IQ46477815,KYG3774X1088,3800,51.85,57.99,52.94,47.06
105435672243374,20181001,Corporate Travel Management Limited,IQ46478476,AU000000CTD3,CTD,49.94,59.9,50.12,43.56
105441803343374,20181001,"Agios Pharmaceuticals, Inc.",IQ46539787,US00847X1046,AGIO,45.08,56.62,35.32,48.82
105452857843374,20181001,Motability Operations Group Plc,IQ46650332,XS1377228959,,56.11,49.91,69.04,50.15
105457366943374,20181001,PT Adaro Energy Tbk,IQ46695423,ID1000111305,ADRO,53.09,67.44,46.58,50.29
105472440543374,20181001,Total Capital Canada Limited,IQ46846159,XS1111559925,,82.71,77.78,88.38,79.76
105489296543374,20181001,Steel Capital S.A.,IQ47014719,XS0841671000,,54.13,57.77,43.1,64.13
105490129343374,20181001,LINE Corporation,IQ47023047,JP3966750006,3938,44.35,49.8,42.33,42.83
105498054543374,20181001,Credit Bank of Moscow (public joint-stock company),IQ47102299,RU000A0JUG31,CBOM,52.66,54.32,60.43,42.25
105499197143374,20181001,FGP Topco Limited,IQ47113725,SUST58DB08FE,,39.53,45,40,35.08
105500693043374,20181001,TalkTalk Telecom Group PLC,IQ47128684,GB00B4YCDF59,TALK,48.4,56.65,43.64,48.67
105514619643374,20181001,Capital & Counties Properties PLC,IQ47267950,GB00B62G9D36,CAPC,69.91,65.99,66.46,75.44
105515351243374,20181001,John Laing Group PLC,IQ47275266,GB00BVC3CB83,JLG,55.21,50.26,65.94,50
100835114443374,20181001,Morgan Stanley,IQ472898,US6174464486,MS,61.87,49.99,59.58,79.33
100835130043374,20181001,"GE Capital Global Holdings, LLC",IQ473054,XS0229567440,,63.72,58.88,63.23,67.17
101260921943374,20181001,"Allscripts Healthcare Solutions, Inc.",IQ4730973,US01988P1084,MDRX,51.36,64.27,46.84,44
101260937243374,20181001,EnBW Energie Baden-Württemberg AG,IQ4731126,DE0005220008,EBK,73.05,65.45,74.33,76.42
100835158843374,20181001,"Marsh & McLennan Companies, Inc.",IQ473342,US5717481023,MMC,63.72,62,67.15,62.25
105540939543374,20181001,Seven Generations Energy Ltd.,IQ47531149,CA81783Q1054,VII,60.59,71.58,57.81,55.92
105543039143374,20181001,Heathrow Funding Limited,IQ47552145,XS0383001053,,39.53,45,40,35.08
105561180443374,20181001,Norwegian Finans Holding ASA,IQ47733558,NO0010387004,NOFI,47.97,48.7,61.21,32.92
105571376043374,20181001,SGSP (Australia) Assets Pty Ltd.,IQ47835514,XS1080343277,,54.44,60.18,52.67,52.44
101266645343374,20181001,HBOS Plc,IQ4788207,XS0214965534,,74.42,64.62,79.72,81.17
101267220143374,20181001,AXIS Capital Holdings Limited,IQ4793955,BMG0692U1099,AXS,47.11,49.68,56.05,34.33
101268166843374,20181001,Bank of China,IQ4803422,CNE1000001Z5,3988,50.08,46.22,62.05,42.17
101273283043374,20181001,ONGC Videsh Limited,IQ4854584,XS1084957155,,47.92,63.09,35.86,50.86
101273284843374,20181001,China National Petroleum Corporation,IQ4854602,CND100004ZW0,,41.12,45.68,38.2,41.19
101273861343374,20181001,"Retail Properties of America, Inc.",IQ4860367,US76131V2025,RPAI,50.95,65.23,42.45,46.63
101274191443374,20181001,Maruti Suzuki India Ltd.,IQ4863668,INE585B01010,532500,65.58,73.25,51.38,70.78
101275480343374,20181001,"New Gold, Inc.",IQ4876557,CA6445351068,NGD,70.72,73.8,70.35,68.93
105673214343374,20181001,Dollarama Inc.,IQ48853897,CA25675T1075,DOL,49.21,58.4,50.64,41
101276877043374,20181001,Meridian Energy Limited,IQ4890524,NZMELE0002S7,MEL,66.49,69.7,61.77,67.86
105692129043374,20181001,Novartis Finance S.A.,IQ49043044,XS1492825051,,65.55,62.22,62.47,75.08
105694554243374,20181001,Aconex Limited,IQ49067296,AU000000ACX1,ACX,47.04,64.8,42.71,38.75
105694689543374,20181001,"Fitbit, Inc.",IQ49068649,US33812L1026,FIT,42.85,59.8,39.72,35
101281100543374,20181001,Univar Inc.,IQ4932759,US91336L1070,UNVR,56.62,57.25,58.6,53.89
101281806843374,20181001,Lansforsakringar AB,IQ4939822,XS1274154472,,70.49,70.67,77.2,63.08
101281996043374,20181001,Singapore Post Limited,IQ4941714,SG1N89910219,S08,48.04,53.6,47.24,45
105737842743374,20181001,MQ Holding AB,IQ49500181,SE0003303460,MQ,66.3,70.9,76.56,51.29
105740521943374,20181001,Kerry Group Financial Services,IQ49526973,XS1288849471,,65.34,69.04,60.01,68.8
105750772543374,20181001,Alior Bank SA,IQ49629479,PLALIOR00045,ALR,45,44.59,57.98,31.67
101285345043374,20181001,Bechtle AG,IQ4975204,DE0005158703,BC8,50.05,59.7,43.29,52.17
101287201743374,20181001,BRP Inc.,IQ4993771,CA05577W2004,DOO,54.63,60.75,50.79,54.63
101289877343374,20181001,BP Capital Markets Plc,IQ5020527,US05565QBZ00,,70.74,83.98,74.56,56.92
105821997843374,20181001,"Liberty Mutual Group, Inc.",IQ50341732,US53079EBF07,,45.25,40.13,57.83,38.33
101293911643374,20181001,Nordex SE,IQ5060870,DE000A0D6554,NDX1,62.61,58.3,55.8,71.27
101295367843374,20181001,Towngas China Company Limited,IQ5075432,KYG8972T1067,1083,65.68,66.2,75.01,59.18
105890446343374,20181001,Philips Lighting Limited,IQ51026217,SUST66A2675A,,85.51,84.9,83.86,87.34
105908340443374,20181001,SABIC Capital I B.V.,IQ51205158,XS0995811741,,56.88,58.4,56.53,56.25
101300483643374,20181001,voestalpine AG,IQ5126590,AT0000937503,VOE,59.4,65.71,57.13,57.49
100839203643374,20181001,Telecom Plus PLC,IQ513790,GB0008794710,TEP,46.18,52.1,52.12,38.93
100839352143374,20181001,Thomson Reuters Corporation,IQ515275,CA8849031056,TRI,66.1,72.5,67.41,57.06
100839426243374,20181001,Sanwa Holdings Corporation,IQ516016,JP3344400001,5929,47.38,50.65,52.58,40.78
100839468343374,20181001,Global Switch Limited,IQ516437,SUSTD7E7591B,,45.75,42.98,40.45,56
105953879443374,20181001,ADCB Finance (Cayman) Limited,IQ51660548,XS0897453493,,60.96,52.08,82.9,48.75
100839554643374,20181001,"Iberdrola, S.A.",IQ517300,ES0144580Y14,IBE,81.34,77.95,78.03,85.43
105961748643374,20181001,"Otsuka Holdings Co., Ltd.",IQ51739240,JP3188220002,4578,46.85,45.05,40.85,59.81
105963365343374,20181001,Eandis System Operator cvba,IQ51755407,BE0002470459,,64.46,63.51,73.77,58.78
105966272543374,20181001,Hemsö Fastighets AB,IQ51784479,XS1488494987,,73.61,69.5,70.63,78.94
100839705343374,20181001,"Integrated Device Technology, Inc.",IQ518807,US4581181066,IDTI,65.81,64.8,69.59,63.13
105984035843374,20181001,Akzo Nobel Sweden Finance AB (publ),IQ51962112,XS0809847667,,82.2,88.17,79.71,80.63
105985114543374,20181001,AO World PLC,IQ51972899,GB00BJTNFH41,AO,51.93,59.7,56.77,40.86
100839813443374,20181001,Bertelsmann SE & Co. KGaA,IQ519888,DE0005229942,BTG4,59.47,69.7,51.91,64.34
100839813543374,20181001,"Bankinter, S.A.",IQ519889,ES0113679I37,BKT,68.78,64.23,68.58,74.75
100839835143374,20181001,Prysmian S.p.A.,IQ520105,IT0004176001,PRY,66.34,59.95,72.04,65.36
105991274143374,20181001,Yandex N.V.,IQ52034495,NL0009805522,YNDX,46.43,57.24,46.94,36.67
105993617743374,20181001,Link Administration Holdings Limited,IQ52057931,AU000000LNK2,LNK,52.61,74.15,47.05,43
100839991543374,20181001,LeasePlan Corporation N.V.,IQ521669,XS1698502165,,54.95,54.1,66.82,43.37
106009210243374,20181001,Apple REIT Companies,IQ52213856,SUSTE1F72A74,,44.03,44.89,54.59,31.67
100840143743374,20181001,Unilever N.V.,IQ523191,NL0000009355,UNA,68.15,80.28,59.99,68.81
100840240743374,20181001,Mitsubishi Corporation,IQ524161,JP3898400001,8058,64.77,57.15,66.4,68.36
106038985843374,20181001,NMC Health PLC,IQ52511612,GB00B7FC0762,NMC,48.45,52.5,44.66,50.4
106044887543374,20181001,Leonteq AG,IQ52570629,CH0190891181,LEON,44.09,41.73,57.32,32.92
100840462743374,20181001,Gold Fields Limited,IQ526381,ZAE000018123,GFI,80.57,89.32,74.1,81.71
100840463743374,20181001,AB Electrolux (publ),IQ526391,SE0000103814,ELUX.B,79.72,77.8,76.47,84.81
100840481943374,20181001,"Tapestry, Inc.",IQ526573,US8760301072,TPR,60.04,68.25,57.28,57.33
100840515543374,20181001,Morgan Stanley Group Inc.,IQ526909,XS0298899534,,61.87,49.99,59.58,79.33
100840516743374,20181001,"Barnes & Noble, Inc.",IQ526921,US0677741094,BKS,54.18,60.34,61.73,41.14
100840528343374,20181001,Sasol Limited,IQ527037,ZAE000006896,SOL,82.3,75.04,91.34,77.16
100840532043374,20181001,Prudential PLC,IQ527074,GB0007099541,PRU,73.53,64.88,80.16,77.42
100840537043374,20181001,Turkcell Iletisim Hizmetleri A.S.,IQ527124,TRATCELL91M1,TCELL,59.86,71.95,51.88,61.75
